"ORF","GENE","GO set","GO term","GO ID","order"
"YBR065C","ECM2","P","mRNA processing","GO:0006397","c"
"YNL317W","PFS2","P","mRNA processing","GO:0006397","c"
"snR7-S","SNR7-S","P","mRNA processing","GO:0006397","c"
"NME1","NME1","P","mRNA processing","GO:0006397","c"
"YGR075C","PRP38","P","mRNA processing","GO:0006397","c"
"YBR237W","PRP5","P","mRNA processing","GO:0006397","c"
"YJL087C","TRL1","P","mRNA processing","GO:0006397","c"
"snR14","SNR14","P","mRNA processing","GO:0006397","c"
"YDR159W","SAC3","P","mRNA processing","GO:0006397","c"
"YLR115W","CFT2","P","mRNA processing","GO:0006397","c"
"YMR240C","CUS1","P","mRNA processing","GO:0006397","c"
"YKL139W","CTK1","P","mRNA processing","GO:0006397","c"
"YKR002W","PAP1","P","mRNA processing","GO:0006397","c"
"YDR378C","LSM6","P","mRNA processing","GO:0006397","c"
"YDR240C","SNU56","P","mRNA processing","GO:0006397","c"
"YJR022W","LSM8","P","mRNA processing","GO:0006397","c"
"YDR473C","PRP3","P","mRNA processing","GO:0006397","c"
"YMR216C","SKY1","P","mRNA processing","GO:0006397","c"
"YPL178W","CBC2","P","mRNA processing","GO:0006397","c"
"snR19","SNR19","P","mRNA processing","GO:0006397","c"
"YBR119W","MUD1","P","mRNA processing","GO:0006397","c"
"YAL032C","PRP45","P","mRNA processing","GO:0006397","c"
"YBR236C","ABD1","P","mRNA processing","GO:0006397","c"
"YER172C","BRR2","P","mRNA processing","GO:0006397","c"
"YGL122C","NAB2","P","mRNA processing","GO:0006397","c"
"YIL131C","FKH1","P","mRNA processing","GO:0006397","c"
"LSR1","LSR1","P","mRNA processing","GO:0006397","c"
"YBR055C","PRP6","P","mRNA processing","GO:0006397","c"
"YLR204W","QRI5","P","mRNA processing","GO:0006397","c"
"YDL108W","KIN28","P","mRNA processing","GO:0006397","c"
"YOR308C","SNU66","P","mRNA processing","GO:0006397","c"
"YLR430W","SEN1","P","mRNA processing","GO:0006397","c"
"snR7-L","SNR7-L","P","mRNA processing","GO:0006397","c"
"YLR275W","SMD2","P","mRNA processing","GO:0006397","c"
"YOR159C","SME1","P","mRNA processing","GO:0006397","c"
"YGL044C","RNA15","P","mRNA processing","GO:0006397","c"
"YLR438C-A","LSM3","P","mRNA processing","GO:0006397","c"
"YKR022C","NTR2","P","mRNA processing","GO:0006397","c"
"YPL151C","PRP46","P","mRNA processing","GO:0006397","c"
"Q0050","AI1","P","mRNA processing","GO:0006397","c"
"YGL128C","CWC23","P","mRNA processing","GO:0006397","c"
"YOR250C","CLP1","P","mRNA processing","GO:0006397","c"
"YNL147W","LSM7","P","mRNA processing","GO:0006397","c"
"YBR188C","NTC20","P","mRNA processing","GO:0006397","c"
"YOL072W","THP1","P","mRNA processing","GO:0006397","c"
"YMR268C","PRP24","P","mRNA processing","GO:0006397","c"
"YGR116W","SPT6","P","mRNA processing","GO:0006397","c"
"YEL026W","SNU13","P","mRNA processing","GO:0006397","c"
"YLR116W","MSL5","P","mRNA processing","GO:0006397","c"
"YDL030W","PRP9","P","mRNA processing","GO:0006397","c"
"YPR057W","BRR1","P","mRNA processing","GO:0006397","c"
"YDR138W","HPR1","P","mRNA processing","GO:0006397","c"
"YAL043C","PTA1","P","mRNA processing","GO:0006397","c"
"YDL098C","SNU23","P","mRNA processing","GO:0006397","c"
"YIR005W","IST3","P","mRNA processing","GO:0006397","c"
"YLR277C","YSH1","P","mRNA processing","GO:0006397","c"
"YLR298C","YHC1","P","mRNA processing","GO:0006397","c"
"YLR117C","CLF1","P","mRNA processing","GO:0006397","c"
"YNR011C","PRP2","P","mRNA processing","GO:0006397","c"
"YER029C","SMB1","P","mRNA processing","GO:0006397","c"
"YNL224C","SQS1","P","mRNA processing","GO:0006397","c"
"YGR063C","SPT4","P","mRNA processing","GO:0006397","c"
"YDL084W","SUB2","P","mRNA processing","GO:0006397","c"
"YPR182W","SMX3","P","mRNA processing","GO:0006397","c"
"YPL190C","NAB3","P","mRNA processing","GO:0006397","c"
"YGR156W","PTI1","P","mRNA processing","GO:0006397","c"
"YPR178W","PRP4","P","mRNA processing","GO:0006397","c"
"YGR006W","PRP18","P","mRNA processing","GO:0006397","c"
"YLR332W","MID2","P","mRNA processing","GO:0006397","c"
"YDR301W","CFT1","P","mRNA processing","GO:0006397","c"
"YDL043C","PRP11","P","mRNA processing","GO:0006397","c"
"YGL043W","DST1","P","mRNA processing","GO:0006397","c"
"YGR129W","SYF2","P","mRNA processing","GO:0006397","c"
"YFR005C","SAD1","P","mRNA processing","GO:0006397","c"
"YML049C","RSE1","P","mRNA processing","GO:0006397","c"
"YDR088C","SLU7","P","mRNA processing","GO:0006397","c"
"YBR279W","PAF1","P","mRNA processing","GO:0006397","c"
"YML091C","RPM2","P","mRNA processing","GO:0006397","c"
"YGL030W","RPL30","P","mRNA processing","GO:0006397","c"
"YER013W","PRP22","P","mRNA processing","GO:0006397","c"
"YNL139C","THO2","P","mRNA processing","GO:0006397","c"
"YDL044C","MTF2","P","mRNA processing","GO:0006397","c"
"YGR178C","PBP1","P","mRNA processing","GO:0006397","c"
"YPL184C","MRN1","P","mRNA processing","GO:0006397","c"
"YNL187W","SWT21","P","mRNA processing","GO:0006397","c"
"YKL059C","MPE1","P","mRNA processing","GO:0006397","c"
"YIR009W","MSL1","P","mRNA processing","GO:0006397","c"
"YOR319W","HSH49","P","mRNA processing","GO:0006397","c"
"YGL244W","RTF1","P","mRNA processing","GO:0006397","c"
"YOR204W","DED1","P","mRNA processing","GO:0006397","c"
"YNL138W-A","YSF3","P","mRNA processing","GO:0006397","c"
"YDR195W","REF2","P","mRNA processing","GO:0006397","c"
"YKL208W","CBT1","P","mRNA processing","GO:0006397","c"
"YKL012W","PRP40","P","mRNA processing","GO:0006397","c"
"YLL036C","PRP19","P","mRNA processing","GO:0006397","c"
"YDR235W","PRP42","P","mRNA processing","GO:0006397","c"
"YDL209C","CWC2","P","mRNA processing","GO:0006397","c"
"YFL017W-A","SMX2","P","mRNA processing","GO:0006397","c"
"YKL074C","MUD2","P","mRNA processing","GO:0006397","c"
"YCR063W","BUD31","P","mRNA processing","GO:0006397","c"
"YNL222W","SSU72","P","mRNA processing","GO:0006397","c"
"YDR228C","PCF11","P","mRNA processing","GO:0006397","c"
"YGR093W","DRN1","P","mRNA processing","GO:0006397","c"
"YKL149C","DBR1","P","mRNA processing","GO:0006397","c"
"YHR165C","PRP8","P","mRNA processing","GO:0006397","c"
"YDR482C","CWC21","P","mRNA processing","GO:0006397","c"
"YML029W","USA1","P","mRNA processing","GO:0006397","c"
"YPR082C","DIB1","P","mRNA processing","GO:0006397","c"
"YPR094W","RDS3","P","mRNA processing","GO:0006397","c"
"YLR323C","CWC24","P","mRNA processing","GO:0006397","c"
"YKL095W","YJU2","P","mRNA processing","GO:0006397","c"
"YKL173W","SNU114","P","mRNA processing","GO:0006397","c"
"YGL120C","PRP43","P","mRNA processing","GO:0006397","c"
"YLR147C","SMD3","P","mRNA processing","GO:0006397","c"
"YNR032C-A","HUB1","P","mRNA processing","GO:0006397","c"
"YDL087C","LUC7","P","mRNA processing","GO:0006397","c"
"YHR030C","SLT2","P","mRNA processing","GO:0006397","c"
"YOR180C","DCI1","P","not_yet_annotated",NA,"g"
"YNL298W","CLA4","P","nuclear transport","GO:0051169","c"
"YIR005W","IST3","P","nuclear transport","GO:0051169","c"
"YDR091C","RLI1","P","nuclear transport","GO:0051169","c"
"YNL229C","URE2","P","nuclear transport","GO:0051169","c"
"YHR036W","BRL1","P","nuclear transport","GO:0051169","c"
"YGR081C","SLX9","P","nuclear transport","GO:0051169","c"
"YOR167C","RPS28A","P","nuclear transport","GO:0051169","c"
"YMR273C","ZDS1","P","nuclear transport","GO:0051169","c"
"YNL004W","HRB1","P","nuclear transport","GO:0051169","c"
"YBR165W","UBS1","P","nuclear transport","GO:0051169","c"
"YPL239W","YAR1","P","nuclear transport","GO:0051169","c"
"YER131W","RPS26B","P","nuclear transport","GO:0051169","c"
"YBR118W","TEF2","P","nuclear transport","GO:0051169","c"
"YDR450W","RPS18A","P","nuclear transport","GO:0051169","c"
"YAR002W","NUP60","P","nuclear transport","GO:0051169","c"
"YLR048W","RPS0B","P","nuclear transport","GO:0051169","c"
"YDR002W","YRB1","P","nuclear transport","GO:0051169","c"
"YOL021C","DIS3","P","nuclear transport","GO:0051169","c"
"YJL050W","MTR4","P","nuclear transport","GO:0051169","c"
"YGL097W","SRM1","P","nuclear transport","GO:0051169","c"
"YCR035C","RRP43","P","nuclear transport","GO:0051169","c"
"YLR243W","GPN3","P","nuclear transport","GO:0051169","c"
"YLR335W","NUP2","P","nuclear transport","GO:0051169","c"
"YGL241W","KAP114","P","nuclear transport","GO:0051169","c"
"YKL057C","NUP120","P","nuclear transport","GO:0051169","c"
"YGR090W","UTP22","P","nuclear transport","GO:0051169","c"
"YGL092W","NUP145","P","nuclear transport","GO:0051169","c"
"YNL253W","TEX1","P","nuclear transport","GO:0051169","c"
"YOR046C","DBP5","P","nuclear transport","GO:0051169","c"
"YGR218W","CRM1","P","nuclear transport","GO:0051169","c"
"YGR116W","SPT6","P","nuclear transport","GO:0051169","c"
"YDR381W","YRA1","P","nuclear transport","GO:0051169","c"
"YNL178W","RPS3","P","nuclear transport","GO:0051169","c"
"YMR129W","POM152","P","nuclear transport","GO:0051169","c"
"YBL103C","RTG3","P","nuclear transport","GO:0051169","c"
"YNL302C","RPS19B","P","nuclear transport","GO:0051169","c"
"YLR264W","RPS28B","P","nuclear transport","GO:0051169","c"
"YMR255W","GFD1","P","nuclear transport","GO:0051169","c"
"YDR361C","BCP1","P","nuclear transport","GO:0051169","c"
"YIL148W","RPL40A","P","nuclear transport","GO:0051169","c"
"YGL252C","RTG2","P","nuclear transport","GO:0051169","c"
"YKL205W","LOS1","P","nuclear transport","GO:0051169","c"
"YER107C","GLE2","P","nuclear transport","GO:0051169","c"
"YPL125W","KAP120","P","nuclear transport","GO:0051169","c"
"YLR018C","POM34","P","nuclear transport","GO:0051169","c"
"YDL063C","SYO1","P","nuclear transport","GO:0051169","c"
"YIL115C","NUP159","P","nuclear transport","GO:0051169","c"
"YIL040W","APQ12","P","nuclear transport","GO:0051169","c"
"YGL016W","KAP122","P","nuclear transport","GO:0051169","c"
"YGL238W","CSE1","P","nuclear transport","GO:0051169","c"
"YJL061W","NUP82","P","nuclear transport","GO:0051169","c"
"YKL143W","LTV1","P","nuclear transport","GO:0051169","c"
"YOR098C","NUP1","P","nuclear transport","GO:0051169","c"
"YKL186C","MTR2","P","nuclear transport","GO:0051169","c"
"YLL024C","SSA2","P","nuclear transport","GO:0051169","c"
"YJR072C","NPA3","P","nuclear transport","GO:0051169","c"
"YMR235C","RNA1","P","nuclear transport","GO:0051169","c"
"YLR074C","BUD20","P","nuclear transport","GO:0051169","c"
"YMR230W","RPS10B","P","nuclear transport","GO:0051169","c"
"YER009W","NTF2","P","nuclear transport","GO:0051169","c"
"YOR294W","RRS1","P","nuclear transport","GO:0051169","c"
"YNL189W","SRP1","P","nuclear transport","GO:0051169","c"
"YNL139C","THO2","P","nuclear transport","GO:0051169","c"
"YNL007C","SIS1","P","nuclear transport","GO:0051169","c"
"YBR111W-A","SUS1","P","nuclear transport","GO:0051169","c"
"YLR016C","PML1","P","nuclear transport","GO:0051169","c"
"YKR092C","SRP40","P","nuclear transport","GO:0051169","c"
"YJL140W","RPB4","P","nuclear transport","GO:0051169","c"
"YDR363W-A","SEM1","P","nuclear transport","GO:0051169","c"
"YHR167W","THP2","P","nuclear transport","GO:0051169","c"
"YHR088W","RPF1","P","nuclear transport","GO:0051169","c"
"YPL169C","MEX67","P","nuclear transport","GO:0051169","c"
"YGR119C","NUP57","P","nuclear transport","GO:0051169","c"
"YHR197W","RIX1","P","nuclear transport","GO:0051169","c"
"YPL146C","NOP53","P","nuclear transport","GO:0051169","c"
"YHR015W","MIP6","P","nuclear transport","GO:0051169","c"
"YMR185W","RTP1","P","nuclear transport","GO:0051169","c"
"YGL099W","LSG1","P","nuclear transport","GO:0051169","c"
"YDR159W","SAC3","P","nuclear transport","GO:0051169","c"
"YCL011C","GBP2","P","nuclear transport","GO:0051169","c"
"YDL088C","ASM4","P","nuclear transport","GO:0051169","c"
"YER036C","ARB1","P","nuclear transport","GO:0051169","c"
"YOL072W","THP1","P","nuclear transport","GO:0051169","c"
"YDR457W","TOM1","P","nuclear transport","GO:0051169","c"
"YDL116W","NUP84","P","nuclear transport","GO:0051169","c"
"YLR347C","KAP95","P","nuclear transport","GO:0051169","c"
"YGL066W","SGF73","P","nuclear transport","GO:0051169","c"
"YDR101C","ARX1","P","nuclear transport","GO:0051169","c"
"YIL063C","YRB2","P","nuclear transport","GO:0051169","c"
"YER125W","RSP5","P","nuclear transport","GO:0051169","c"
"YCR073W-A","SOL2","P","nuclear transport","GO:0051169","c"
"YGL100W","SEH1","P","nuclear transport","GO:0051169","c"
"YKR094C","RPL40B","P","nuclear transport","GO:0051169","c"
"YJR074W","MOG1","P","nuclear transport","GO:0051169","c"
"YPL093W","NOG1","P","nuclear transport","GO:0051169","c"
"YGR285C","ZUO1","P","nuclear transport","GO:0051169","c"
"YER120W","SCS2","P","nuclear transport","GO:0051169","c"
"YGR128C","UTP8","P","nuclear transport","GO:0051169","c"
"YBR109C","CMD1","P","nuclear transport","GO:0051169","c"
"YJL039C","NUP192","P","nuclear transport","GO:0051169","c"
"YJR123W","RPS5","P","nuclear transport","GO:0051169","c"
"YML031W","NDC1","P","nuclear transport","GO:0051169","c"
"YMR047C","NUP116","P","nuclear transport","GO:0051169","c"
"YNL209W","SSB2","P","nuclear transport","GO:0051169","c"
"YMR153W","NUP53","P","nuclear transport","GO:0051169","c"
"YOR230W","WTM1","P","nuclear transport","GO:0051169","c"
"YDL207W","GLE1","P","nuclear transport","GO:0051169","c"
"YCR047C","BUD23","P","nuclear transport","GO:0051169","c"
"YGL123W","RPS2","P","nuclear transport","GO:0051169","c"
"YDR192C","NUP42","P","nuclear transport","GO:0051169","c"
"YKR048C","NAP1","P","nuclear transport","GO:0051169","c"
"YGL086W","MAD1","P","nuclear transport","GO:0051169","c"
"YOR112W","CEX1","P","nuclear transport","GO:0051169","c"
"YBR017C","KAP104","P","nuclear transport","GO:0051169","c"
"YER006W","NUG1","P","nuclear transport","GO:0051169","c"
"YGL174W","BUD13","P","nuclear transport","GO:0051169","c"
"YGL189C","RPS26A","P","nuclear transport","GO:0051169","c"
"YML103C","NUP188","P","nuclear transport","GO:0051169","c"
"YMR308C","PSE1","P","nuclear transport","GO:0051169","c"
"YBR247C","ENP1","P","nuclear transport","GO:0051169","c"
"YPR133C","SPN1","P","nuclear transport","GO:0051169","c"
"YNL227C","JJJ1","P","nuclear transport","GO:0051169","c"
"YLR293C","GSP1","P","nuclear transport","GO:0051169","c"
"YJL041W","NSP1","P","nuclear transport","GO:0051169","c"
"YHR030C","SLT2","P","nuclear transport","GO:0051169","c"
"YJL128C","PBS2","P","nuclear transport","GO:0051169","c"
"YPR080W","TEF1","P","nuclear transport","GO:0051169","c"
"YBR034C","HMT1","P","nuclear transport","GO:0051169","c"
"YNL207W","RIO2","P","nuclear transport","GO:0051169","c"
"YBR267W","REI1","P","nuclear transport","GO:0051169","c"
"YKL214C","YRA2","P","nuclear transport","GO:0051169","c"
"YOL121C","RPS19A","P","nuclear transport","GO:0051169","c"
"YFR002W","NIC96","P","nuclear transport","GO:0051169","c"
"YJR132W","NMD5","P","nuclear transport","GO:0051169","c"
"YML026C","RPS18B","P","nuclear transport","GO:0051169","c"
"YLR011W","LOT6","P","nuclear transport","GO:0051169","c"
"YOL040C","RPS15","P","nuclear transport","GO:0051169","c"
"YER063W","THO1","P","nuclear transport","GO:0051169","c"
"YLR368W","MDM30","P","nuclear transport","GO:0051169","c"
"YOR293W","RPS10A","P","nuclear transport","GO:0051169","c"
"YDR395W","SXM1","P","nuclear transport","GO:0051169","c"
"YKL068W","NUP100","P","nuclear transport","GO:0051169","c"
"YIL149C","MLP2","P","nuclear transport","GO:0051169","c"
"YDR138W","HPR1","P","nuclear transport","GO:0051169","c"
"YNL064C","YDJ1","P","nuclear transport","GO:0051169","c"
"YER110C","KAP123","P","nuclear transport","GO:0051169","c"
"YGL122C","NAB2","P","nuclear transport","GO:0051169","c"
"YMR216C","SKY1","P","nuclear transport","GO:0051169","c"
"YGR245C","SDA1","P","nuclear transport","GO:0051169","c"
"YGL172W","NUP49","P","nuclear transport","GO:0051169","c"
"YDR335W","MSN5","P","nuclear transport","GO:0051169","c"
"YPR016C","TIF6","P","nuclear transport","GO:0051169","c"
"YIL090W","ICE2","P","nuclear transport","GO:0051169","c"
"YDL229W","SSB1","P","nuclear transport","GO:0051169","c"
"YNL232W","CSL4","P","nuclear transport","GO:0051169","c"
"YLL034C","RIX7","P","nuclear transport","GO:0051169","c"
"YBL079W","NUP170","P","nuclear transport","GO:0051169","c"
"YDR432W","NPL3","P","nuclear transport","GO:0051169","c"
"YNR034W","SOL1","P","nuclear transport","GO:0051169","c"
"YJL010C","NOP9","P","nuclear transport","GO:0051169","c"
"YKR082W","NUP133","P","nuclear transport","GO:0051169","c"
"YHR170W","NMD3","P","nuclear transport","GO:0051169","c"
"YPL226W","NEW1","P","nuclear transport","GO:0051169","c"
"YHR005C","GPA1","P","nuclear transport","GO:0051169","c"
"YOR262W","GPN2","P","nuclear transport","GO:0051169","c"
"YBL016W","FUS3","P","nuclear transport","GO:0051169","c"
"YNR016C","ACC1","P","nuclear transport","GO:0051169","c"
"YIL143C","SSL2","P","nuclear transport","GO:0051169","c"
"YDL084W","SUB2","P","nuclear transport","GO:0051169","c"
"YGR214W","RPS0A","P","nuclear transport","GO:0051169","c"
"YAL059W","ECM1","P","nuclear transport","GO:0051169","c"
"YFL007W","BLM10","P","nuclear transport","GO:0051169","c"
"YJR042W","NUP85","P","nuclear transport","GO:0051169","c"
"YKR095W","MLP1","P","nuclear transport","GO:0051169","c"
"YAL005C","SSA1","P","nuclear transport","GO:0051169","c"
"YNR053C","NOG2","P","nuclear transport","GO:0051169","c"
"YNL053W","MSG5","P","nuclear transport","GO:0051169","c"
"YER105C","NUP157","P","nuclear transport","GO:0051169","c"
"YOR160W","MTR10","P","nuclear transport","GO:0051169","c"
"YML062C","MFT1","P","nuclear transport","GO:0051169","c"
"YDL115C","IWR1","P","nuclear transport","GO:0051169","c"
"YDR450W","RPS18A","P","nucleobase-containing compound transport","GO:0015931","c"
"YHR015W","MIP6","P","nucleobase-containing compound transport","GO:0015931","c"
"YMR273C","ZDS1","P","nucleobase-containing compound transport","GO:0015931","c"
"YIL149C","MLP2","P","nucleobase-containing compound transport","GO:0015931","c"
"YDR159W","SAC3","P","nucleobase-containing compound transport","GO:0015931","c"
"YNL004W","HRB1","P","nucleobase-containing compound transport","GO:0015931","c"
"YGL097W","SRM1","P","nucleobase-containing compound transport","GO:0015931","c"
"YBR111W-A","SUS1","P","nucleobase-containing compound transport","GO:0015931","c"
"YCL011C","GBP2","P","nucleobase-containing compound transport","GO:0015931","c"
"YMR308C","PSE1","P","nucleobase-containing compound transport","GO:0015931","c"
"YDL088C","ASM4","P","nucleobase-containing compound transport","GO:0015931","c"
"YNR006W","VPS27","P","nucleobase-containing compound transport","GO:0015931","c"
"YCR073W-A","SOL2","P","nucleobase-containing compound transport","GO:0015931","c"
"YOR098C","NUP1","P","nucleobase-containing compound transport","GO:0015931","c"
